id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,1,test,Prioritise1,2,cross,triangle,square,circle,"1.0,-0.22467733398512213,-0.5303566464837048","1.0,-0.1801231371030828,0.23165973332613699","1.0,0.10990102188412854,-1.0","0.4204673865307198,0.3003640950728248,0.6680936776579738",25,333,72,265,"1.0,0.10990102188412854,-1.0",72,"1.0,-0.289651960671372,-0.12741280502186536",359,115,0.06179599999450147
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,2,test,NoPrioritise,1,square,cross,circle,triangle,"1.0,0.14454808295369936,-1.0","0.7428418032534498,0.17196979648312705,0.6434837115546581","0.6517915958318632,0.21196052870658733,0.661939301509457","0.45139045294854396,0.393779284417197,-1.0",77,286,280,125,"0.7428418032534498,0.17196979648312705,0.6434837115546581",286,"1.0,-0.289651960671372,-0.12741280502186536",359,258,0.0619357000105083
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,3,test,NoPrioritise,0,square,cross,circle,triangle,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096","0.41670369996421397,0.40402696808005323,-1.0","0.8602068900008202,0.11507220116757,0.6052161878467197","0.5747774279545166,0.24332959852807035,0.670395358395977",182,128,294,275,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096",182,"1.0,-0.289651960671372,-0.12741280502186536",359,174,0.0594882999866968
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,4,test,NoPrioritise,2,square,circle,triangle,cross,"0.4819850074232215,0.2784837623913883,0.6721002952002628","0.8885895249151152,0.10029123080933622,0.593298310174416","1.0,-0.1453950522675579,0.29343624696038684","1.0,-0.2541916545294901,-0.43193236346031305",269,296,328,19,"1.0,-0.1453950522675579,0.29343624696038684",328,"1.0,-0.289651960671372,-0.12741280502186536",359,95,0.060028899999451824
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,5,test,Prioritise4,2,circle,square,triangle,cross,"0.9566713411825642,0.17778746275501622,-1.0","-0.06301515924349677,0.44629443292921844,0.43549282839157066","0.19781922438295352,0.4574422518266765,-0.8818361039644314","-0.1552691192795369,0.47984650043174004,0.22253130766167373",82,227,148,209,"0.19781922438295352,0.4574422518266765,-0.8818361039644314",148,"1.0,-0.289651960671372,-0.12741280502186536",359,50,0.059948599999188446
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,6,test,Prioritise1,1,square,triangle,cross,circle,"1.0,-0.03882752461224859,0.44751763152896373","-0.14097292288545527,0.4934633616179327,-0.004268922352566595","1.0,-0.13481497066722903,-0.8172789642511413","0.9001622899209403,0.20948101299508481,-1.0",314,193,39,87,"-0.14097292288545527,0.4934633616179327,-0.004268922352566595",193,"1.0,-0.289651960671372,-0.12741280502186536",359,174,0.06166189999203198
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,7,test,Prioritise2,3,circle,square,cross,triangle,"0.3000437839717358,0.34032750492681907,0.6478023910819077","1.0,-0.0932311933171065,0.374286934875081","1.0,-0.00039510366743955583,-1.0","0.8168605703912253,0.13684827598857496,0.6213530935889016",257,321,57,291,"0.8168605703912253,0.13684827598857496,0.6213530935889016",291,"1.0,-0.289651960671372,-0.12741280502186536",359,358,0.06331219999992754
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,8,test,Prioritise2,1,cross,square,triangle,circle,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964","1.0,-0.20752138035248524,-0.5823144238115788","0.8022226392771252,0.14399413187212562,0.6262603189685363","0.41670369996421397,0.40402696808005323,-1.0",183,28,290,128,"1.0,-0.20752138035248524,-0.5823144238115788",28,"1.0,-0.289651960671372,-0.12741280502186536",359,128,0.06491739999910351
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,9,test,Prioritise3,2,cross,square,triangle,circle,"0.19781922438295352,0.4574422518266765,-0.8818361039644314","-0.06301515924349677,0.44629443292921844,0.43549282839157066","0.6364477477613335,0.21838082541010184,0.6641383826852352","-0.1582066093163167,0.48234509352938293,0.19584550247902222",148,227,279,207,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,"1.0,-0.289651960671372,-0.12741280502186536",359,341,0.059035800004494376
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1133,10,test,NoPrioritise,3,square,cross,triangle,circle,"0.17237529551869346,0.3792456671279014,0.6058334931269098","-0.07663707943429687,0.49424057193593485,-0.2075945922293636","1.0,-0.10844910144201803,0.3519141850209708","1.0,-0.06229796743051119,0.4171389626044979",248,180,323,317,"1.0,-0.06229796743051119,0.4171389626044979",317,"1.0,-0.289651960671372,-0.12741280502186536",359,270,0.06199380000180099
