id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,1,practice_pri,Prioritise3,3,cross,square,triangle,circle,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548","1.0,-0.291416597096681,-0.18651092035548889","1.0,0.05938674364207741,-1.0","0.07004997715874661,0.40859431628906884,0.5522929170622126",189,3,65,240,"0.07004997715874661,0.40859431628906884,0.5522929170622126",240,"1.0,0.12391818455152381,-1.0",74,161,5.7213166999999885
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,2,practice_pri,Prioritise1,0,square,circle,triangle,cross,"0.6364477477613335,0.21838082541010184,0.6641383826852352","0.8771865507724368,0.22170185938115816,-1.0","0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.28704790815198966,-0.09816451385922986",279,89,159,357,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,"0.4665589352747248,0.2840716923699367,0.6714844115718321",268,134,3.3716938000000027
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,3,practice_pri,NoPrioritise,1,cross,triangle,circle,square,"1.0,-0.20149881210311282,-0.6002331830476271","1.0,-0.0855518419522695,0.38524161028667625","0.4397882380638529,0.39726260220805054,-1.0","-0.15857178695416452,0.48845422840718666,0.1127707600476957",29,320,126,201,"1.0,-0.0855518419522695,0.38524161028667625",320,"1.0,-0.07783297952557244,0.3960373748090056",319,223,2.670070600000031
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,4,practice_pri,Prioritise2,3,square,cross,triangle,circle,"0.8744524420551003,0.1077067653533772,0.5993718879433354","-0.15971287347422924,0.4846106035432911,0.16864202556096686","1.0,-0.27293323902243416,-0.35332683897484074","0.18599750731146814,0.3752337008299145,0.6114718629309206",295,205,14,249,"0.18599750731146814,0.3752337008299145,0.6114718629309206",249,"0.04661056885000425,0.4151827959781793,0.5366388806382338",238,290,8.189518799999973
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,5,practice_pri,Prioritise4,1,cross,circle,triangle,square,"-0.06301515924349677,0.44629443292921844,0.43549282839157066","0.8423878648894922,0.2395276862660105,-1.0","1.0,-0.053431764767480794,-1.0","-0.07663707943429687,0.49424057193593485,-0.2075945922293636",227,92,50,180,"0.8423878648894922,0.2395276862660105,-1.0",92,"-0.15691856372514257,0.4811251279442219,0.20925454252068332",208,291,5.716774600000008
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,1,test,NoPrioritise,3,circle,cross,square,triangle,"-0.137653653553384,0.47091943313012696,0.2992494234533911","0.3000437839717358,0.34032750492681907,0.6478023910819077","0.5453823652594301,0.36344457638027117,-1.0","1.0,-0.1308360377071882,0.3172469791017578",215,257,117,326,"1.0,-0.1308360377071882,0.3172469791017578",326,"1.0,-0.2288330890480459,0.12700076968242469",341,218,2.784406600000011
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,2,test,Prioritise3,1,cross,triangle,square,circle,"1.0,-0.24030349193845646,-0.4804258498410512","0.6364477477613335,0.21838082541010184,0.6641383826852352","-0.14500574250124976,0.47413711311303364,0.2742570559677715","0.9677931896988998,0.1712594071065523,-1.0",22,279,213,81,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,"-0.10043403746491275,0.49495767021285575,-0.14337977127983403",184,196,5.56533950000005
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,3,test,Prioritise1,0,cross,circle,triangle,square,"1.0,-0.060989074760531836,-1.0","0.8885895249151152,0.10029123080933622,0.593298310174416","0.6287517000804042,0.333230015934751,-1.0","0.002753009035763032,0.42748599986642954,0.5027340537090634",49,296,110,234,"1.0,-0.060989074760531836,-1.0",49,"1.0,-0.14892208927791584,-0.7642951287839744",37,191,3.182019500000024
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,4,test,Prioritise1,1,triangle,square,circle,cross,"1.0,-0.20571451687417974,0.18014638001872707","-0.15325530146069954,0.47850880592239364,0.23567289266690317","0.8423878648894922,0.2395276862660105,-1.0","0.6823545184579658,0.19890605819631269,0.6567852503614975",337,210,92,282,"-0.15325530146069954,0.47850880592239364,0.23567289266690317",210,"-0.02724900693809007,0.43596400275120595,0.47511170232003863",231,237,5.468939300000102
Pri_ET_Study1_2,M,0/0/1900,2022-06-24_14h18.49.320,5,test,Prioritise4,1,triangle,cross,square,circle,"0.6885060196604067,0.3095143481419429,-1.0","-0.09478536258948067,0.49485771099788134,-0.15929400236046964","1.0,0.023895135487088437,0.520455959599228","1.0,-0.266139671692747,-0.3844942650329082",105,183,306,16,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964",183,"1.0,-0.2133971103908915,-0.5647212078646006",27,155,4.019585000000006
