id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,1,practice_pri,Prioritise2,3,square,cross,triangle,circle,"0.8189948021797893,0.2510686603392729,-1.0","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","0.6823545184579658,0.19890605819631269,0.6567852503614975","1.0,-0.053431764767480794,-1.0",94,182,282,50,"1.0,-0.053431764767480794,-1.0",50,"0.019624625934283157,0.48605247051678724,-0.428609032695351",167,110,9.487412100000256
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,2,practice_pri,Prioritise1,0,square,triangle,cross,circle,"1.0,-0.291416597096681,-0.18651092035548889","-0.15087465470231598,0.47711162872615454,0.24867635980838454","0.7481042841002781,0.28401253410301863,-1.0","0.28235212283095645,0.4390974279014652,-1.0",3,211,100,140,"1.0,-0.291416597096681,-0.18651092035548889",3,"1.0,-0.2583995670372059,-0.4160170008955538",18,121,10.085149999999885
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,3,practice_pri,Prioritise4,1,cross,triangle,square,circle,"1.0,-0.1694459751095364,-0.6968170409133772","-0.15691856372514257,0.4811251279442219,0.20925454252068332","0.10890282843090082,0.4735368131811257,-0.6233623294930688","1.0,-0.2117453636986133,0.16700499532847024",34,208,157,338,"-0.15691856372514257,0.4811251279442219,0.20925454252068332",208,"0.7004475934634664,0.30455679594870433,-1.0",104,264,10.490185900000142
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,4,practice_pri,Prioritise3,3,circle,cross,square,triangle,"-0.08288077159008311,0.49449913405181634,-0.1914000323192474","0.38240568475417525,0.4136729392938614,-1.0","1.0,-0.2618543528600009,0.0306611530728087","1.0,-0.13481497066722903,-0.8172789642511413",181,131,348,39,"1.0,-0.13481497066722903,-0.8172789642511413",39,"-0.007535811164553707,0.4303825516742039,0.4937312314227156",233,252,7.872455699999591
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,5,practice_pri,NoPrioritise,1,cross,triangle,circle,square,"0.07004997715874661,0.40859431628906884,0.5522929170622126","1.0,-0.07604755533137741,-1.0","1.0,-0.10086551076024819,0.3631766774585774","0.5335383805596645,0.36747902832868284,-1.0",240,47,322,118,"1.0,-0.07604755533137741,-1.0",47,"1.0,-0.060989074760531836,-1.0",49,312,5.126215600000251
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,1,test,Prioritise1,3,square,cross,circle,triangle,"0.7874973343482177,0.15108074255601633,0.6309286527694675","0.9229356114863154,0.19699631777014193,-1.0","1.0,-0.10580765013847959,-0.9756165541078137","0.09441071644993415,0.40170970408167506,0.5670564126145141",289,85,43,242,"0.09441071644993415,0.40170970408167506,0.5670564126145141",242,"1.0,-0.24898244687401672,0.0724226931177736",345,332,8.780622199999925
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,2,test,Prioritise3,3,cross,circle,square,triangle,"1.0,-0.12765325079304635,-0.8480385611780058","0.02803139784776887,0.4850479085911541,-0.44669070010662637","1.0,-0.24425036060701033,0.08619108045783674","0.6048714455845987,0.34221696469187823,-1.0",40,166,344,112,"0.6048714455845987,0.34221696469187823,-1.0",112,"0.05398205218015839,0.48170764156945833,-0.5023703861935837",163,282,4.972346699999434
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,3,test,NoPrioritise,3,cross,triangle,circle,square,"0.6056610145008174,0.2310032177113197,0.6677762187869551","1.0,-0.07007995956776203,0.4066709204115653","0.7599790593392,0.278698430329378,-1.0","-0.12085421394465079,0.49482727509491764,-0.08063336981743141",277,318,99,188,"-0.12085421394465079,0.49482727509491764,-0.08063336981743141",188,"0.7836643519746782,0.2678576623980824,-1.0",97,93,6.069815599999856
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,4,test,Prioritise2,2,square,circle,cross,triangle,"1.0,0.14454808295369936,-1.0","0.43579397082986615,0.29501209376045523,0.6694809165992386","-0.1415152911985038,0.4725588943334964,0.2868282896334675","1.0,0.023895135487088437,0.520455959599228",77,266,214,306,"-0.1415152911985038,0.4725588943334964,0.2868282896334675",214,"0.21850949126575658,0.4532202130288874,-0.9933869065076532",146,13,5.413024299999961
Pri_ET_Study1_4,M,0/0/1900,2022-07-07_11h54.14.926,5,test,Prioritise2,2,cross,triangle,circle,square,"0.37478692104604905,0.3159453148278393,0.6623940312376342","-0.1598212484830719,0.4866460428277808,0.1409432704458322","1.0,-0.18672585607811187,0.21894575397790916","1.0,-0.20149881210311282,-0.6002331830476271",262,203,334,29,"1.0,-0.18672585607811187,0.21894575397790916",334,"-0.02724900693809007,0.43596400275120595,0.47511170232003863",231,29,4.441842899999756
